,gridY,gridX,PredictedScore
518,16,6,0.02240264953557352
519,16,7,0.02240264953557352
520,16,8,0.02240264953557352
521,16,9,0.02240264953557352
522,16,10,0.02240264953557352
523,16,11,0.02240264953557352
524,16,12,0.02240264953557352
525,16,13,0.02240264953557352
526,16,14,0.028003077573965567
527,16,15,0.9999999999999853
528,16,16,1.0
529,16,17,0.9999999999999505
530,16,18,0.9948507879284094
531,16,19,0.9922935222320975
532,16,20,0.9987398546798191
533,16,21,0.9999999999776101
534,16,22,0.9999999999999998
535,16,23,0.9999999999977836
536,16,24,1.0
537,16,25,0.29193909603198664
538,16,26,0.02240264953557352
539,16,27,0.02240264953557352
540,16,28,0.02240264953557352
541,16,29,0.02240264953557352
542,16,30,0.02240264953557352
543,16,31,0.02240264953557352
544,17,0,0.02240264953557352
545,17,1,0.02240264953557352
546,17,2,0.02240264953557352
547,17,3,0.02240264953557352
548,17,4,0.02240264953557352
549,17,5,0.02240264953557352
550,17,6,0.02240264953557352
551,17,7,0.02240264953557352
552,17,8,0.02240264953557352
553,17,9,0.02240264953557352
554,17,10,0.02240264953557352
555,17,11,0.02240264953557352
556,17,12,0.02240264953557352
557,17,13,0.02240264953557352
558,17,14,0.030088408624187435
559,17,15,1.0
560,17,16,1.0
561,17,17,1.0
562,17,18,1.0
563,17,19,1.0
564,17,20,0.999999999999559
565,17,21,0.999999906053684
566,17,22,0.9999994588887696
567,17,23,0.9999999999982896
568,17,24,0.999999996003267
569,17,25,0.02240264953557352
570,17,26,0.02240264953557352
571,17,27,0.02240264953557352
572,17,28,0.02240264953557352
573,17,29,0.02240264953557352
574,17,30,0.02240264953557352
575,17,31,0.02240264953557352
576,18,0,0.02240264953557352
577,18,1,0.02240264953557352
578,18,2,0.02240264953557352
579,18,3,0.02240264953557352
580,18,4,0.02240264953557352
581,18,5,0.02240264953557352
582,18,6,0.02240264953557352
583,18,7,0.02240264953557352
584,18,8,0.02240264953557352
585,18,9,0.02240264953557352
586,18,10,0.02240264953557352
587,18,11,0.02240264953557352
588,18,12,0.9876633938905074
589,18,13,0.05379575685452511
590,18,14,0.12359737272383545
591,18,15,1.0
592,18,16,1.0
593,18,17,1.0
594,18,18,1.0
595,18,19,0.9999096854322026
596,18,20,0.9999999969062081
597,18,21,1.0
598,18,22,0.9999999890841921
599,18,23,0.9999999851777277
600,18,24,0.9999974482854084
601,18,25,0.08262424144291021
602,18,26,0.02240264953557352
603,18,27,0.02240264953557352
604,18,28,0.02240264953557352
605,18,29,0.02240264953557352
606,18,30,0.02240264953557352
607,18,31,0.02240264953557352
608,19,0,0.02240264953557352
609,19,1,0.02240264953557352
610,19,2,0.02240264953557352
611,19,3,0.02240264953557352
612,19,4,0.02240264953557352
613,19,5,0.02240264953557352
614,19,6,0.02240264953557352
615,19,7,0.02240264953557352
616,19,8,0.02240264953557352
617,19,9,0.02240264953557352
618,19,10,0.02240264953557352
619,19,11,0.02240264953557352
620,19,12,1.0
621,19,13,1.0
622,19,14,1.0
623,19,15,1.0
624,19,16,1.0
625,19,17,1.0
626,19,18,1.0
627,19,19,1.0
628,19,20,0.999999230178199
629,19,21,0.9999998143951396
630,19,22,0.9999999999976494
631,19,23,1.0
632,19,24,0.9998084367621018
633,19,25,0.02240264953557352
634,19,26,0.02240264953557352
635,19,27,0.02240264953557352
636,19,28,0.02240264953557352
637,19,29,0.02240264953557352
638,19,30,0.02240264953557352
639,19,31,0.02240264953557352
640,20,0,0.02240264953557352
641,20,1,0.02240264953557352
642,20,2,0.02240264953557352
643,20,3,0.02240264953557352
644,20,4,0.02240264953557352
645,20,5,0.02240264953557352
646,20,6,0.02240264953557352
647,20,7,0.02240264953557352
648,20,8,0.02240264953557352
649,20,9,0.02240264953557352
650,20,10,0.02240264953557352
651,20,11,0.02240264953557352
652,20,12,1.0
653,20,13,1.0
654,20,14,1.0
655,20,15,1.0
656,20,16,1.0
657,20,17,1.0
658,20,18,1.0
659,20,19,1.0
660,20,20,1.0
661,20,21,0.9999999999967937
662,20,22,0.9999999999999736
663,20,23,1.0
664,20,24,0.9999999999524336
665,20,25,0.20438160539379202
666,20,26,0.02240264953557352
667,20,27,0.02240264953557352
668,20,28,0.02240264953557352
669,20,29,0.02240264953557352
670,20,30,0.02240264953557352
671,20,31,0.02240264953557352
672,21,0,0.02240264953557352
673,21,1,0.02240264953557352
674,21,2,0.02240264953557352
675,21,3,0.02240264953557352
676,21,4,0.02240264953557352
677,21,5,0.02240264953557352
678,21,6,0.02240264953557352
679,21,7,0.02240264953557352
680,21,8,0.02240264953557352
681,21,9,0.02240264953557352
682,21,10,0.02240264953557352
683,21,11,0.02240264953557352
684,21,12,1.0
685,21,13,1.0
686,21,14,1.0
687,21,15,1.0
688,21,16,1.0
689,21,17,1.0
690,21,18,1.0
691,21,19,0.9999999999999991
692,21,20,1.0
693,21,21,0.9999999996199356
694,21,22,0.9999999999999984
695,21,23,1.0
696,21,24,0.9999992550876722
697,21,25,0.02039240860226145
698,21,26,0.02240264953557352
699,21,27,0.02240264953557352
700,21,28,0.02240264953557352
701,21,29,0.02240264953557352
702,21,30,0.02240264953557352
703,21,31,0.02240264953557352
704,22,0,0.02240264953557352
705,22,1,0.02240264953557352
706,22,2,0.02240264953557352
707,22,3,0.02240264953557352
708,22,4,0.02240264953557352
709,22,5,0.02240264953557352
710,22,6,0.02240264953557352
711,22,7,0.02240264953557352
712,22,8,0.02240264953557352
713,22,9,0.06097064874225783
714,22,10,0.8237122534059546
715,22,11,0.9999569977522765
716,22,12,1.0
717,22,13,1.0
718,22,14,0.9999999999555518
719,22,15,1.0
720,22,16,1.0
721,22,17,1.0
722,22,18,1.0
723,22,19,1.0
724,22,20,0.9999999999999953
725,22,21,0.9999920840569329
726,22,22,1.0
727,22,23,0.9999999999906763
728,22,24,0.02240264953557352
729,22,25,0.02240264953557352
730,22,26,0.02240264953557352
731,22,27,0.02240264953557352
732,22,28,0.02240264953557352
733,22,29,0.02240264953557352
734,22,30,0.02240264953557352
735,22,31,0.02240264953557352
736,23,0,0.02240264953557352
737,23,1,0.02240264953557352
738,23,2,0.02240264953557352
739,23,3,0.02240264953557352
740,23,4,0.02240264953557352
741,23,5,0.02240264953557352
742,23,6,0.02240264953557352
743,23,7,0.02240264953557352
744,23,8,0.02240264953557352
745,23,9,0.5270190649566093
746,23,10,0.9995277079000257
747,23,11,0.9999999999984923
748,23,12,1.0
749,23,13,1.0
750,23,14,1.0
751,23,15,1.0
752,23,16,1.0
753,23,17,0.9999999999999996
754,23,18,0.999999999999738
755,23,19,0.9999999996313327
756,23,20,0.999999998484715
757,23,21,0.9999999998682629
758,23,22,0.9999999999999734
759,23,23,0.9949311387797184
760,23,24,0.02240264953557352
761,23,25,0.02240264953557352
762,23,26,0.02240264953557352
763,23,27,0.02240264953557352
764,23,28,0.02240264953557352
765,23,29,0.02240264953557352
766,23,30,0.02240264953557352
767,23,31,0.02240264953557352
768,24,0,0.02240264953557352
769,24,1,0.02240264953557352
770,24,2,0.02240264953557352
771,24,3,0.02240264953557352
772,24,4,0.02240264953557352
773,24,5,0.02240264953557352
774,24,6,0.02240264953557352
775,24,7,0.1088956596395844
776,24,8,0.5241420081201409
777,24,9,0.9999443654939218
778,24,10,0.9999999989642607
779,24,11,0.9999999999762719
780,24,12,1.0
781,24,13,1.0
782,24,14,1.0
783,24,15,0.9999999999990214
784,24,16,1.0
785,24,17,1.0
786,24,18,0.9999999998335531
787,24,19,0.999999999748538
788,24,20,0.9999795517155934
789,24,21,0.9999999857780075
790,24,22,0.9999999999999996
791,24,23,0.48660511055446026
792,24,24,0.02240264953557352
793,24,25,0.02240264953557352
794,24,26,0.02240264953557352
795,24,27,0.02240264953557352
796,24,28,0.02240264953557352
797,24,29,0.02240264953557352
798,24,30,0.02240264953557352
799,24,31,0.02240264953557352
800,25,0,0.02240264953557352
801,25,1,0.02240264953557352
802,25,2,0.028003077573965567
803,25,3,0.02240264953557352
804,25,4,0.02240264953557352
805,25,5,0.02240264953557352
806,25,6,0.02240264953557352
807,25,7,0.979645038736407
808,25,8,0.9611893341961851
809,25,9,0.9999964151123835
810,25,10,0.9999884309386373
811,25,11,0.999999423865843
812,25,12,0.9999999999883933
813,25,13,0.9999999999994857
814,25,14,0.9999999999459608
815,25,15,0.9999999999998277
816,25,16,0.999999999999595
817,25,17,0.9999999963740864
818,25,18,0.9364635277855079
819,25,19,0.9999948085434567
820,25,20,0.9999997826284059
821,25,21,1.0
822,25,22,1.0
823,25,23,0.02240264953557352
824,25,24,0.02240264953557352
825,25,25,0.02240264953557352
826,25,26,0.02240264953557352
827,25,27,0.02240264953557352
828,25,28,0.02240264953557352
829,25,29,0.02240264953557352
830,25,30,0.02240264953557352
831,25,31,0.02240264953557352
832,26,0,0.02240264953557352
833,26,1,0.2591799473956497
834,26,2,0.02240264953557352
835,26,3,0.03495349601869527
836,26,4,0.02240264953557352
837,26,5,0.02240264953557352
838,26,6,0.034876367306221484
839,26,7,0.15890368208393982
840,26,8,0.05793718105398506
841,26,9,0.21968834181977226
842,26,10,0.21632740143400817
843,26,11,0.9999994686077806
844,26,12,0.9999999868963676
845,26,13,0.9999999999910243
846,26,14,0.9999999962051522
847,26,15,0.9999999999998086
848,26,16,0.9999999999999996
849,26,17,1.0
850,26,18,0.9999996269175098
851,26,19,0.999992061490804
852,26,20,0.9999999279973869
853,26,21,0.9999999999998515
854,26,22,0.9999998659456517
855,26,23,0.4737902906010515
856,26,24,0.02240264953557352
857,26,25,0.02240264953557352
858,26,26,0.02240264953557352
859,26,27,0.02240264953557352
860,26,28,0.02240264953557352
861,26,29,0.02240264953557352
862,26,30,0.02240264953557352
863,26,31,0.02240264953557352
864,27,0,0.02240264953557352
865,27,1,0.03185373523607552
866,27,2,0.07546183070195984
867,27,3,0.03495349601869527
868,27,4,0.027940841674398628
869,27,5,0.02240264953557352
870,27,6,0.7869685692549778
871,27,7,0.1515029207508535
872,27,8,0.058062240403262126
873,27,9,0.21968834181977226
874,27,10,0.42720107766474735
875,27,11,0.999936645691386
876,27,12,0.9999999980390477
877,27,13,0.9999999998135631
878,27,14,0.9999996030996866
879,27,15,0.9999999999905722
880,27,16,1.0
881,27,17,1.0
882,27,18,0.9999999999783602
883,27,19,0.9999999015805349
884,27,20,0.9999998933766483
885,27,21,1.0
886,27,22,0.9999899370941941
887,27,23,0.02240264953557352
888,27,24,0.02240264953557352
889,27,25,0.02240264953557352
890,27,26,0.02240264953557352
891,27,27,0.02240264953557352
892,27,28,0.02240264953557352
893,27,29,0.02240264953557352
894,27,30,0.02240264953557352
895,27,31,0.02240264953557352
896,28,0,0.02240264953557352
897,28,1,0.9970361594124206
898,28,2,0.06699419202497117
899,28,3,0.8934907407014088
900,28,4,0.02240264953557352
901,28,5,0.02240264953557352
902,28,6,0.9983958877942662
903,28,7,0.9041635970685079
904,28,8,0.773903681749188
905,28,9,0.9998752836380387
906,28,10,0.9976049446472882
907,28,11,0.9983039973576084
908,28,12,0.999973325405923
909,28,13,0.43037082406337746
910,28,14,0.37184851810874264
911,28,15,0.5812270467967078
912,28,16,0.9453274067132474
913,28,17,0.9999995528533573
914,28,18,0.9999999999998097
915,28,19,0.9817936437251319
916,28,20,0.9999996129559526
917,28,21,0.9999999999999873
918,28,22,0.028003077573965567
919,28,23,0.02240264953557352
920,28,24,0.02240264953557352
921,28,25,0.02240264953557352
922,28,26,0.02240264953557352
923,28,27,0.02240264953557352
924,28,28,0.02240264953557352
925,28,29,0.02240264953557352
926,28,30,0.02240264953557352
927,28,31,0.02240264953557352
928,29,0,0.04355172594203982
929,29,1,0.02240264953557352
930,29,2,0.02240264953557352
931,29,3,0.10150413347731893
932,29,4,0.02240264953557352
933,29,5,0.02240264953557352
934,29,6,0.02240264953557352
935,29,7,0.02240264953557352
936,29,8,0.20404994929764067
937,29,9,0.33746222884843885
938,29,10,0.9733470740438754
939,29,11,0.9658513208447037
940,29,12,0.29288630418562167
941,29,13,0.29193909603198664
942,29,14,0.18366785089896673
943,29,15,0.6526405266536208
944,29,16,0.9447279852459086
945,29,17,0.9999999999579396
946,29,18,1.0
947,29,19,0.9999999999869893
948,29,20,0.9999999999888434
949,29,21,0.9999998908344613
950,29,22,0.02240264953557352
951,29,23,0.02240264953557352
952,29,24,0.02240264953557352
953,29,25,0.02240264953557352
954,29,26,0.02240264953557352
955,29,27,0.02240264953557352
956,29,28,0.02240264953557352
957,29,29,0.02240264953557352
958,29,30,0.02240264953557352
959,29,31,0.02240264953557352
960,30,0,0.02240264953557352
961,30,1,0.03495349601869527
962,30,2,0.02240264953557352
963,30,3,0.02240264953557352
964,30,4,0.02240264953557352
965,30,5,0.02240264953557352
966,30,6,0.02240264953557352
967,30,7,0.02240264953557352
968,30,8,0.6388832510787537
969,30,9,0.1943017414540809
970,30,10,0.037453815332146305
971,30,11,0.028003077573965567
972,30,12,0.05414636714132732
973,30,13,0.02240264953557352
974,30,14,0.02240264953557352
975,30,15,0.02240264953557352
976,30,16,0.02240264953557352
977,30,17,0.9546224824369612
978,30,18,0.9999997313676565
979,30,19,0.9999999787574341
980,30,20,1.0
981,30,21,0.9999746228746056
982,30,22,0.02240264953557352
983,30,23,0.02240264953557352
984,30,24,0.02240264953557352
985,30,25,0.02240264953557352
986,30,26,0.02240264953557352
987,30,27,0.02240264953557352
988,30,28,0.02240264953557352
989,30,29,0.02240264953557352
990,30,30,0.02240264953557352
991,30,31,0.02240264953557352
992,31,0,0.02240264953557352
993,31,1,0.02240264953557352
994,31,2,0.02240264953557352
995,31,3,0.02240264953557352
996,31,4,0.02240264953557352
997,31,5,0.02240264953557352
998,31,6,0.02240264953557352
999,31,7,0.02240264953557352
1000,31,8,0.04345647865449441
1001,31,9,0.26097791248306157
1002,31,10,0.02240264953557352
1003,31,11,0.03479940264956204
1004,31,12,0.02240264953557352
1005,31,13,0.02240264953557352
1006,31,14,0.02240264953557352
1007,31,15,0.02240264953557352
1008,31,16,0.02240264953557352
1009,31,17,0.4129294683889512
1010,31,18,0.9999823222678336
1011,31,19,0.9999999999999962
1012,31,20,1.0
1013,31,21,0.14222534790643804
1014,31,22,0.02240264953557352
1015,31,23,0.02240264953557352
1016,31,24,0.02240264953557352
1017,31,25,0.02240264953557352
1018,31,26,0.02240264953557352
1019,31,27,0.02240264953557352
1020,31,28,0.02240264953557352
1021,31,29,0.02240264953557352
1022,31,30,0.02240264953557352
1023,31,31,0.02240264953557352
